Name,id,brewery_id,cat_id,style_id,Alcohol By Volume,International Bitterness Units,Standard Reference Method,Universal Product Code,filepath,Description,add_user,last_mod,Style,Category,Brewer,Address,City,State,Country,Coordinates,Website,lat,long,IBU,ABV,beer_id,beer_name,name_abv,name_ibu
Sebewaing Beer,4939,853,3,26,5,0,0,0,"",A commemorative brew styled after the Sebewaing Brewing Company's signature beer. The Sebewaing Brewing Company brewed from 1880 until 1965. This brew was commissioned for the town of Sebewaing's 150th anniversary celebration.,0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Michigan Brewing,1093 Highview Drive,Webberville,Michigan,United States,"42.6616,-84.1946",http://www.michiganbrewing.com/,42.6616,-84.1946,0,5,"Name: Sebewaing Beer, Brewery: Michigan Brewing, ABV: 5, IBU: 0",Name: Sebewaing Beer,ABV: 5,IBU: 0
Terrapin Golden Ale,5594,1243,11,113,5,0,0,0,"","Terrapin Beer Company was started by two guys who love big, bold beers. We are known for using a ton of flavorful ingredients and for pushing the envelope with the brews we create.


We have also been known to take pleasure in hiking, biking, kayaking, and just plain having fun in the great outdoors. When we get hot and sweaty even hopheads like us want nothing more than to enjoy a beer that is crisp and refreshing.


Which is why we created the perfect session beer â€“ the Terrapin Golden Ale.",0,2010-07-22T16:00:00-04:00,American-Style Cream Ale or Lager,Other Style,Terrapin Beer Company,196 Alps Road,Athens,Georgia,United States,"33.9459,-83.4105",http://www.terrapinbeer.com/,33.9459,-83.4105,0,5,"Name: Terrapin Golden Ale, Brewery: Terrapin Beer Company, ABV: 5, IBU: 0",Name: Terrapin Golden Ale,ABV: 5,IBU: 0
BJ's Annual Grand Cru,5620,133,5,65,10,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Belgian-Style Pale Strong Ale,Belgian and French Ale,BJ's Restaurant and Brewery,600 Brea Mall,Brea,California,United States,"33.9132,-117.889",http://www.bjsrestaurants.com/beer.aspx,33.9132,-117.889,0,10,"Name: BJ's Annual Grand Cru, Brewery: BJ's Restaurant and Brewery, ABV: 10, IBU: 0",Name: BJ's Annual Grand Cru,ABV: 10,IBU: 0
Golden Hawk Wheat Beer,3041,355,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Cedar Brewing,"",Cedar Rapids,Iowa,United States,"41.9625,-91.6918","",41.9625,-91.6918,0,0,"Name: Golden Hawk Wheat Beer, Brewery: Cedar Brewing, ABV: 0, IBU: 0",Name: Golden Hawk Wheat Beer,ABV: 0,IBU: 0
Haymarket Pilsner,3193,926,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,O'Grady's Brewery and Pub #1,"",Arlington Heights,Illinois,United States,"42.0884,-87.9806","",42.0884,-87.9806,0,0,"Name: Haymarket Pilsner, Brewery: O'Grady's Brewery and Pub #1, ABV: 0, IBU: 0",Name: Haymarket Pilsner,ABV: 0,IBU: 0
Bock,3236,588,7,90,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,United States,"37.3526,-121.893",http://www.gordonbiersch.com/brewery,37.3526,-121.893,0,0,"Name: Bock, Brewery: Gordon Biersch Brewing, ABV: 0, IBU: 0",Name: Bock,ABV: 0,IBU: 0
Albino Rhino (discontinued),3247,121,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Big Rock Brewery,5555 76th Avenue SE,Calgary,Alberta,Canada,"50.9847,-113.956","",50.9847,-113.956,0,0,"Name: Albino Rhino (discontinued), Brewery: Big Rock Brewery, ABV: 0, IBU: 0",Name: Albino Rhino (discontinued),ABV: 0,IBU: 0
Labatt Extra Dry,3858,762,8,95,5.5,0,0,0,"","Labatt Extra Dry was the first national launch of a dry beer in Canada. Labatt Extra Dry is mashed longer than regular beers to leave less carbohydrate in the finished product, giving a lighter flavour with little aftertaste.",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Labatt Ontario Breweries,150 Simcoe Street,London,Ontario,Canada,"42.9778,-81.2467","",42.9778,-81.2467,0,5.5,"Name: Labatt Extra Dry, Brewery: Labatt Ontario Breweries, ABV: 5.5, IBU: 0",Name: Labatt Extra Dry,ABV: 5.5,IBU: 0
Labatt 50,3859,762,3,26,5,0,0,0,"","John and Hugh Labatt, grandsons of founder John K. Labatt, launched Labatt 50 in 1950 to commemorate 50 years of partnership. The first light-tasting ale introduced in Canada, Labatt 50 was Canadaâ€™s best-selling beer until 1979 when, with the increasing popularity of lagers, it was surpassed by Labatt Blue. Labatt 50 is fermented using a special ale yeast, in use at Labatt since 1933. Specially-selected North American hops and a good balance of dryness, complemented by a fruity taste, provide Labatt 50 with all the distinguishing features of a true ale.",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Labatt Ontario Breweries,150 Simcoe Street,London,Ontario,Canada,"42.9778,-81.2467","",42.9778,-81.2467,0,5,"Name: Labatt 50, Brewery: Labatt Ontario Breweries, ABV: 5, IBU: 0",Name: Labatt 50,ABV: 5,IBU: 0
Merry Monks,3920,1352,5,61,9.3000001907,0,0,0,"","Merry Monks' Ale is a Belgian style Abby Trippel without limitation.  This style was created by Trappist Monks in Belgium over 500 years ago. To be true to the style, Merry Monks' Ale is bottle conditioned. This means we add a bit of sugar and yeast just prior to bottling. This imparts a special effervescence to the beer, a creamier carbonation, and also extends the shelf life. The on-going fermentation inside the bottle will change the character of the beer as it ages, and you'll find it becomes dryer with age. You may want to lay down a few bottles for future evaluation. We suggest storing at cellar temperatures -around 55 degrees F- and away from light.


When you try this beer you're in for a unique treat. The special effervescence and creaminess are immediately apparent when pouring. The Pilsner malts combined with the Belgian yeast strains  yield a remarkable and complex flavor- perhaps you'll note subtle hints of fruit or spice. The flavor is nicely balanced and the finish moderate to dry , begging for the next sip.


You might ask why we go through all this trouble and expense for just a beer, but one taste and you'll know the Merry Monks' Ale (9.3% ABV) will more than complement any meal it accompanies. Enjoyed best around 48 degrees F, it also makes a fine after-dinner drink.",0,2010-07-22T16:00:00-04:00,Belgian-Style Tripel,Belgian and French Ale,Weyerbacher Brewing Company,905 Line Street,Easton,Pennsylvania,United States,"40.6732,-75.2249",http://www.weyerbacher.com/,40.6732,-75.2249,0,9.3,"Name: Merry Monks, Brewery: Weyerbacher Brewing Company, ABV: 9.3, IBU: 0",Name: Merry Monks,ABV: 9.3,IBU: 0
Nut Brown,2822,798,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Loaf and Stein Brewing,"",Eagle River,Wisconsin,United States,"45.9172,-89.2443","",45.9172,-89.2443,0,0,"Name: Nut Brown, Brewery: Loaf and Stein Brewing, ABV: 0, IBU: 0",Name: Nut Brown,ABV: 0,IBU: 0
Barbary Coast Brand Gold Rush Style Beer,2927,1292,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Tunner's Guild Brewing Systems,"",Saint Paul,Minnesota,United States,"44.9442,-93.0861","",44.9442,-93.0861,0,0,"Name: Barbary Coast Brand Gold Rush Style Beer, Brewery: Tunner's Guild Brewing Systems, ABV: 0, IBU: 0",Name: Barbary Coast Brand Gold Rush Style Beer,ABV: 0,IBU: 0
Apple Ale,2961,907,11,116,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,New Glarus Brewing Company,2400 State Highway 69,New Glarus,Wisconsin,United States,"42.8171,-89.6306",http://www.newglarusbrewing.com/,42.8171,-89.6306,0,0,"Name: Apple Ale, Brewery: New Glarus Brewing Company, ABV: 0, IBU: 0",Name: Apple Ale,ABV: 0,IBU: 0
Red,2062,808,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Mad Anthony Brewing,2002 Broadway,Fort Wayne,Indiana,United States,"41.0677,-85.1524","",41.0677,-85.1524,0,0,"Name: Red, Brewery: Mad Anthony Brewing, ABV: 0, IBU: 0",Name: Red,ABV: 0,IBU: 0
Smooth Oatmeal Stout,2251,585,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois,United States,"41.9137,-87.6543","",41.9137,-87.6543,0,0,"Name: Smooth Oatmeal Stout, Brewery: Goose Island Beer Company - Clybourn, ABV: 0, IBU: 0",Name: Smooth Oatmeal Stout,ABV: 0,IBU: 0
Hex Nut Brown Ale,2253,585,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois,United States,"41.9137,-87.6543","",41.9137,-87.6543,0,0,"Name: Hex Nut Brown Ale, Brewery: Goose Island Beer Company - Clybourn, ABV: 0, IBU: 0",Name: Hex Nut Brown Ale,ABV: 0,IBU: 0
Empyrean Oktoberfest,2401,501,7,84,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Empyrean Brewing Company,729 Q Street,Lincoln,Nebraska,United States,"40.8155,-96.7105","",40.8155,-96.7105,0,0,"Name: Empyrean Oktoberfest, Brewery: Empyrean Brewing Company, ABV: 0, IBU: 0",Name: Empyrean Oktoberfest,ABV: 0,IBU: 0
Lucknow India Pale Ale,2476,352,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Castle Springs Brewery,"",Moultonborough,New Hampshire,United States,"43.7548,-71.3967","",43.7548,-71.3967,0,0,"Name: Lucknow India Pale Ale, Brewery: Castle Springs Brewery, ABV: 0, IBU: 0",Name: Lucknow India Pale Ale,ABV: 0,IBU: 0
Special Ale,989,1011,3,33,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Porterhouse Restaurant and Brewpub,5775 Lower Mountain Road,Lahaska,Pennsylvania,United States,"40.3341,-75.012","",40.3341,-75.012,0,0,"Name: Special Ale, Brewery: Porterhouse Restaurant and Brewpub, ABV: 0, IBU: 0",Name: Special Ale,ABV: 0,IBU: 0
Mocha Joe,1089,382,-1,-1,8.1000003815,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,CJ's Brewery & Grill,"",La Jolla,California,United States,"33.8575,-117.876","",33.8575,-117.876,0,8.1,"Name: Mocha Joe, Brewery: CJ's Brewery & Grill, ABV: 8.1, IBU: 0",Name: Mocha Joe,ABV: 8.1,IBU: 0
Taieri George,1209,498,-1,-1,6.8000001907,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Emerson Brewing,14 Wickliffe Street,Dunedin,"",New Zealand,"-45.872,170.518","",-45.872,170.518,0,6.8,"Name: Taieri George, Brewery: Emerson Brewing, ABV: 6.8, IBU: 0",Name: Taieri George,ABV: 6.8,IBU: 0
BiÃ¨re du Boucanier,1374,687,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,ICOBES b.v.b.a.,Durmakker 23,Evergem,Oost-Vlaanderen,Belgium,"51.1007,3.6934","",51.1007,3.6934,0,0,"Name: BiÃ¨re du Boucanier, Brewery: ICOBES b.v.b.a., ABV: 0, IBU: 0",Name: BiÃ¨re du Boucanier,ABV: 0,IBU: 0
Harvest Ale,1845,566,7,84,5.5999999046,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Gaslight Brewery,15 South Orange Avenue,South Orange,New Jersey,United States,"40.7465,-74.2594","",40.7465,-74.2594,0,5.6,"Name: Harvest Ale, Brewery: Gaslight Brewery, ABV: 5.6, IBU: 0",Name: Harvest Ale,ABV: 5.6,IBU: 0
Woodpecker,1952,680,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,HP Bulmer,The Cider Mills,Hereford,Hereford and Worcester,United Kingdom,"42.2626,-71.8023","",42.2626,-71.8023,0,0,"Name: Woodpecker, Brewery: HP Bulmer, ABV: 0, IBU: 0",Name: Woodpecker,ABV: 0,IBU: 0
Laughing Ass,1971,254,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Bricktown Brewery,299 Main Street,Dubuque,Iowa,United States,"42.4965,-90.6652","",42.4965,-90.6652,0,0,"Name: Laughing Ass, Brewery: Bricktown Brewery, ABV: 0, IBU: 0",Name: Laughing Ass,ABV: 0,IBU: 0
Stone of Scone Scotch Ale,1996,602,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Great Dane Pub and Brewing #1,123 East Doty Street,Madison,Wisconsin,United States,"43.0745,-89.3802","",43.0745,-89.3802,0,0,"Name: Stone of Scone Scotch Ale, Brewery: Great Dane Pub and Brewing #1, ABV: 0, IBU: 0",Name: Stone of Scone Scotch Ale,ABV: 0,IBU: 0
Fox Tail Amber Ale,2043,553,3,33,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Fratellos Restaurant and Brewery,4301 West Wisconsin,Appleton,Wisconsin,United States,"44.2678,-88.4731","",44.2678,-88.4731,0,0,"Name: Fox Tail Amber Ale, Brewery: Fratellos Restaurant and Brewery, ABV: 0, IBU: 0",Name: Fox Tail Amber Ale,ABV: 0,IBU: 0
Abbot Pennings Grand Cru,2317,483,-1,-1,10,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Egan Brewing,"",De Pere,Wisconsin,United States,"44.4489,-88.0604","",44.4489,-88.0604,0,10,"Name: Abbot Pennings Grand Cru, Brewery: Egan Brewing, ABV: 10, IBU: 0",Name: Abbot Pennings Grand Cru,ABV: 10,IBU: 0
Extra Stout,2517,243,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Brewery at Martha's Vineyard,"",Oak Bluffs,Massachusetts,United States,"41.4548,-70.565","",41.4548,-70.565,0,0,"Name: Extra Stout, Brewery: Brewery at Martha's Vineyard, ABV: 0, IBU: 0",Name: Extra Stout,ABV: 0,IBU: 0
Premier,2651,694,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Industrias La Constancia ILC,Avenida Independencia No.526,San Salvador,"",El Salvador,"13.6998,-89.1832","",13.6998,-89.1832,0,0,"Name: Premier, Brewery: Industrias La Constancia ILC, ABV: 0, IBU: 0",Name: Premier,ABV: 0,IBU: 0
Holland Beer,2787,109,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Bierbrouwerij Bavaria,Burg. van den Heuvelstraat 35,Lieshout,"",Netherlands,"51.5163,5.5977","",51.5163,5.5977,0,0,"Name: Holland Beer, Brewery: Bierbrouwerij Bavaria, ABV: 0, IBU: 0",Name: Holland Beer,ABV: 0,IBU: 0
Stout (discontinued),2864,1039,7,86,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Schwarzbier,German Lager,Rail House Restaurant and Brewpub,2029 Old Peshtigo Road,Marinette,Wisconsin,United States,"45.0851,-87.6544","",45.0851,-87.6544,0,0,"Name: Stout (discontinued), Brewery: Rail House Restaurant and Brewpub, ABV: 0, IBU: 0",Name: Stout (discontinued),ABV: 0,IBU: 0
Golden Ale,219,1185,-1,-1,4.6999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,St Peter's Brewery,St Peter's Hall,Bungay,Suffolk,United Kingdom,"36.7282,-76.5836","",36.7282,-76.5836,0,4.7,"Name: Golden Ale, Brewery: St Peter's Brewery, ABV: 4.7, IBU: 0",Name: Golden Ale,ABV: 4.7,IBU: 0
Pale Ale,324,515,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Faultline Brewing #1,1235 Oakmead Parkway,Sunnyvale,California,United States,"37.387,-121.993","",37.387,-121.993,0,0,"Name: Pale Ale, Brewery: Faultline Brewing #1, ABV: 0, IBU: 0",Name: Pale Ale,ABV: 0,IBU: 0
Bitter and Twisted,451,638,-1,-1,3.7999999523,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Harviestoun Brewery,Hillfoots Business Village,Alva,Scotland,United Kingdom,"56.1531,-3.8006","",56.1531,-3.8006,0,3.8,"Name: Bitter and Twisted, Brewery: Harviestoun Brewery, ABV: 3.8, IBU: 0",Name: Bitter and Twisted,ABV: 3.8,IBU: 0
IPA,630,453,3,31,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Dix Barbecue & Brewery,871 Beatty Street,Vancouver,British Columbia,Canada,"49.2766,-123.115","",49.2766,-123.115,0,0,"Name: IPA, Brewery: Dix Barbecue & Brewery, ABV: 0, IBU: 0",Name: IPA,ABV: 0,IBU: 0
Oatmeal Stout,637,873,3,42,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Mission Springs Brewing,7160 Oliver Street,Mission,British Columbia,Canada,"49.1323,-122.343","",49.1323,-122.343,0,6.5,"Name: Oatmeal Stout, Brewery: Mission Springs Brewing, ABV: 6.5, IBU: 0",Name: Oatmeal Stout,ABV: 6.5,IBU: 0
Jolly Roger,664,829,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Maritime Pacific Brewing,1514 NW Leary Way,Seattle,Washington,United States,"47.6637,-122.377","",47.6637,-122.377,0,0,"Name: Jolly Roger, Brewery: Maritime Pacific Brewing, ABV: 0, IBU: 0",Name: Jolly Roger,ABV: 0,IBU: 0
Old Crustacean Barleywine 2005,809,1072,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Rogue Ales,2320 SE OSU Drive,Newport,Oregon,United States,"44.6202,-124.052",http://www.rogue.com,44.6202,-124.052,0,0,"Name: Old Crustacean Barleywine 2005, Brewery: Rogue Ales, ABV: 0, IBU: 0",Name: Old Crustacean Barleywine 2005,ABV: 0,IBU: 0
Andelot Angelique,874,432,-1,-1,7,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,De Proef Brouwerij,Doornzelestraat 20,Lochristi-Hijfte,Oost-Vlaanderen,Belgium,"51.1159,3.8158","",51.1159,3.8158,0,7,"Name: Andelot Angelique, Brewery: De Proef Brouwerij, ABV: 7, IBU: 0",Name: Andelot Angelique,ABV: 7,IBU: 0
PÃ©chÃ© Mortel,957,449,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Dieu du Ciel,29 Laurier Ouest,MontrÃ©al,Quebec,Canada,"45.5228,-73.5928",http://www.dieuduciel.com/,45.5228,-73.5928,0,0,"Name: PÃ©chÃ© Mortel, Brewery: Dieu du Ciel, ABV: 0, IBU: 0",Name: PÃ©chÃ© Mortel,ABV: 0,IBU: 0
Samuel Adams Hallertau Imperial Pilsner,4167,157,-1,-1,8.8000001907,0,0,0,"","An amazing treat for hops lovers.


Samuel Adams Hallertau Imperial Pilsner is a celebration of the extraordinary Hallertau Mittelfrueh hop variety. This rare Noble Bavarian hop, considered to be one of the best in the world, is prized for its quality and aromatic characteristics.


The beer, which is a deep golden color with a rich, creamy head, gives off an intense and complex Noble hop aroma unlike any other brew. With the first sip, beer enthusiasts will experience an explosion of hop flavor. The intensity of deep citrus, spicy Noble hop flavor is balanced with the slight sweetness from the malt. Due to the quality of the hops, this beer remains balanced and smoothly drinkable from beginning to end. The lingering """"""""hop signature"""""""" is an amazing treat for hops lovers.",0,2010-07-22T16:00:00-04:00,"",Hybrid,Boston Beer Company,30 Germania Street,Boston,Massachusetts,United States,"42.3144,-71.1034",http://www.samueladams.com/,42.3144,-71.1034,0,8.8,"Name: Samuel Adams Hallertau Imperial Pilsner, Brewery: Boston Beer Company, ABV: 8.8, IBU: 0",Name: Samuel Adams Hallertau Imperial Pilsner,ABV: 8.8,IBU: 0
Bar Harbor Real Ale,4259,55,-1,-1,5.1999998093,0,0,0,"","A good, clean nutbrown ale with a malty body. This is our most popular ale due to its smooth and malty flavor.


We use a mixture of pale, crystal and black malts in this one, and our primary hop is Target, though we also add some Whitbread Goldings Variation as well.


The Real Ale is best fresh, so fresh in fact, that it's great right out of the bright tank.",0,2010-07-22T16:00:00-04:00,"",Hybrid,Atlantic Brewing Company,15 Knox Rd.,Bar Harbor,Maine,United States,"44.3996,-68.334",http://www.atlanticbrewing.com,44.3996,-68.334,0,5.2,"Name: Bar Harbor Real Ale, Brewery: Atlantic Brewing Company, ABV: 5.2, IBU: 0",Name: Bar Harbor Real Ale,ABV: 5.2,IBU: 0
Founders Black Rye,4588,549,11,119,6.4000000954,0,0,0,"","This beer will surprise you with a big hop flavor and a toasty sweet aroma. Pours black from the chocolate and de-bitterized black rye malts. This ale is medium bodied and is well flavored with hints of toffee, nutty undertones and a dry crisp finish.",0,2010-07-22T16:00:00-04:00,American Rye Ale or Lager,Other Style,Founders Brewing,235 Grandville Avenue SW,Grand Rapids,Michigan,United States,"42.9585,-85.6735",http://www.foundersbrewing.com/,42.9585,-85.6735,0,6.4,"Name: Founders Black Rye, Brewery: Founders Brewing, ABV: 6.4, IBU: 0",Name: Founders Black Rye,ABV: 6.4,IBU: 0
Summer Session,4767,456,11,116,5,0,0,0,"",A smooth refreshing American Wheat Ale brewed with fresh ginger. This Summer Session is much more exciting than the one you had to sit through in high school.,0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Dock Street Beer,701 S. 50th Street,West Philly,Pennsylvania,United States,"39.9478,-75.2229",http://www.dockstreetbeer.com,39.9478,-75.2229,0,5,"Name: Summer Session, Brewery: Dock Street Beer, ABV: 5, IBU: 0",Name: Summer Session,ABV: 5,IBU: 0
Liberty Raspberry Wheat Ale,4923,784,11,121,0,0,0,0,"","This brew combines the mild, tartness of a wheat beer with the flavor of real raspberries. The raspberry flavor is not overpowering. It has a wonderful berry aroma, and is a favorite even among those who claim to """"""""not like beer"""""""".",0,2010-07-22T16:00:00-04:00,Fruit Beer,Other Style,Liberty Steakhouse and Brewery,1321 Celebrity Circle,Myrtle Beach,South Carolina,United States,"33.7187,-78.8831",http://www.libertysteakhouseandbrewery.com/,33.7187,-78.8831,0,0,"Name: Liberty Raspberry Wheat Ale, Brewery: Liberty Steakhouse and Brewery, ABV: 0, IBU: 0",Name: Liberty Raspberry Wheat Ale,ABV: 0,IBU: 0
